Candidate_Rank,Antecedent_Items,support,confidence,lift,leverage,conviction,Rule_Length,Family_Signature,Family_Count,Score,Mechanism_Axis,Mechanism_Families,Governance_Scene,Governance_Interpretation_Template,Interpretation_Boundary,Semantic_Duplicate_Flag
1,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,0.20077821011673153,0.7865853658536587,1.1990061626594917,0.033324350103710904,1.611739855475265,2,speed_v0|speed_vk,2,1.5677801777636982,speed_energy,speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
316,VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.04124513618677043,0.7464788732394366,1.1378711175713832,0.004997501854683645,1.3567661046260269,4,bio|speed_vk|vehicle_size,3,1.018763544614266,vulnerability_demographic_speed,bio|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
317,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||性别_GESCHL_3-男性,0.03151750972762646,0.7941176470588236,1.2104877538203895,0.005480476615845813,1.6707059477487498,4,age|bio|crash_type,3,1.018378534791792,vulnerability_demographic,age|bio|crash_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,1
318,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||路灯_STRABEL_0-无路灯,0.021400778210116732,0.7857142857142857,1.1976783596000677,0.0035322260745809936,1.6051880674448766,3,crash_type|light|speed_vk,3,1.0179359727329735,lighting_visibility,crash_type|light|speed_vk,night lighting and visibility governance,照明-可视性轴线，适合支持夜间照明、路灯状态、反光设施和主动警示治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
319,VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0,0.024902723735408562,0.8,1.2194543297746145,0.00448152129479629,1.719844357976654,2,bio|speed_vk,2,1.0178595344586454,vulnerability_body,bio|speed_vk,injury susceptibility stratification,个体脆弱性-体格轴线，适合作为伤害易感性分层线索，不应解释为可直接干预因果因素。,"Train-only mechanism label; vulnerability/body-size patterns are stratification signals, not directly intervenable causal factors.",0
320,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车长_LAENGE___GT_4598_5,0.015175097276264591,0.8478260869565218,1.2923564907937493,0.0034329058729125356,2.2603668704836033,4,age|crash_type|vehicle_size,3,1.017654385243508,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
321,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0,0.03463035019455253,0.7672413793103449,1.1695197774778092,0.005019606655664737,1.477792189076236,4,speed_vk|vehicle_mass|vehicle_size,3,1.0175326685425583,vehicle_mass_speed_energy,speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
322,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.038910505836575876,0.7518796992481204,1.1461036933971942,0.004960256779057974,1.3862987855205757,4,speed_vk|vehicle_mass|vehicle_size,3,1.0164786736632632,vehicle_mass_speed_energy,speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
323,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||性别_GESCHL_3-男性,0.02529182879377432,0.8125,1.2385083036773428,0.004870626353162048,1.8345006485084305,4,age|bio|crash_type,3,1.0161073396845617,vulnerability_demographic,age|bio|crash_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
324,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车高_HOEHE___GT_1495_0||性别_GESCHL_3-男性,0.026848249027237352,0.7263157894736841,1.1071361678216893,0.0025980711290102786,1.2568093385214005,4,bio|crash_type|speed_v0|vehicle_size,4,1.0158326400038482,vulnerability_demographic_speed,bio|crash_type|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
325,VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车长_LAENGE___GT_4598_5,0.0556420233463035,0.7295918367346937,1.1121299053429199,0.005610077366803426,1.2720358270317884,3,speed_vk|vehicle_size,2,1.0136184227072995,vehicle_geometry_interaction,speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
326,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.027237354085603113,0.7216494845360826,1.1000232356214308,0.0024766461263607334,1.2357400201758182,4,crash_type|speed_vk|vehicle_mass|vehicle_size,4,1.0125971270864773,vehicle_mass_speed_energy,crash_type|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
327,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0,0.04708171206225681,0.75625,1.1527654211150653,0.006239307181032265,1.411154345006485,3,speed_v0|vehicle_size,2,1.011822955467549,vehicle_geometry_interaction,speed_v0|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
328,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||性别_GESCHL_3-男性,0.025680933852140077,0.7252747252747253,1.105549255015447,0.0024518160759436185,1.2520466926070037,4,bio|crash_type|speed_vk|vehicle_mass,4,1.011097587521248,vehicle_mass_speed_energy,bio|crash_type|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
329,VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车宽_BREITE___GT_1800_0||公路分类_STRKL_1-公路以外的其他道路,0.016731517509727626,0.7543859649122806,1.1499240390418513,0.0021814107707913803,1.4004446914952746,4,crash_type|road_type|speed_vk|vehicle_size,4,1.0104124612006355,road_speed_environment,crash_type|road_type|speed_vk|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
330,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0,0.01867704280155642,0.8275862068965517,1.2615044790771874,0.003871671032112523,1.9950194552529181,4,crash_type|speed_vk|vehicle_mass,3,1.009426004384296,vehicle_mass_speed_energy,crash_type|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
331,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.017509727626459144,0.75,1.143238434163701,0.0021938257959999395,1.375875486381323,4,age|crash_type|road_type|vehicle_size,4,1.008691270753424,vehicle_geometry_vulnerability,age|crash_type|road_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
332,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.017509727626459144,0.75,1.143238434163701,0.0021938257959999395,1.375875486381323,4,crash_type|road_type|speed_vk|vehicle_mass,4,1.008691270753424,vehicle_mass_speed_energy,crash_type|road_type|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
333,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.035408560311284046,0.728,1.109703440094899,0.003500431497827368,1.264591439688716,3,crash_type|road_type|speed_v0,3,1.0073428378359666,road_speed_environment,crash_type|road_type|speed_v0,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
334,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.01556420233463035,0.7547169811320755,1.1504286129949195,0.0020351557177247202,1.402334630350195,4,crash_type|road_type|speed_vk|vehicle_mass,4,1.0069948988909476,vehicle_mass_speed_energy,crash_type|road_type|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
335,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.019455252918287938,0.8064516129032258,1.2292886388857,0.0036288210268134273,1.7771725032425416,4,road_type|speed_vk|vehicle_size,3,1.0066225537995477,road_speed_environment,road_type|speed_vk|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
336,VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车高_HOEHE___GT_1495_0||路灯_STRABEL_0-无路灯,0.019455252918287938,0.7692307692307693,1.1725522401678985,0.002863025935290465,1.4905317769131001,3,light|vehicle_mass|vehicle_size,3,1.005882596362885,vehicle_geometry_interaction,light|vehicle_mass|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
337,FEATURE_Age_Over60||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0,0.034241245136186774,0.7927927927927929,1.2084682547316001,0.005906826749837245,1.6600236846557275,3,age|vehicle_size,2,1.0058223451167634,vehicle_geometry_vulnerability,age|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
338,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车宽_BREITE___GT_1800_0||公路分类_STRKL_1-公路以外的其他道路,0.019844357976653695,0.7391304347826086,1.1266697612048067,0.00223107087162561,1.3185473411154343,4,crash_type|road_type|speed_v0|vehicle_size,4,1.0057249843617453,road_speed_environment,crash_type|road_type|speed_v0|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
339,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.022957198443579768,0.7283950617283952,1.110305639763924,0.0022807309724598435,1.2664308454191728,4,age|bio|crash_type|road_type,4,1.00537782347339,vulnerability_demographic,age|bio|crash_type|road_type,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
340,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.020622568093385214,0.736111111111111,1.1220673520495583,0.002243485896834166,1.303460987098095,4,crash_type|road_type|speed_v0|vehicle_mass,4,1.0053160613152028,vehicle_mass_speed_energy,crash_type|road_type|speed_v0|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
341,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||性别_GESCHL_3-男性,0.01634241245136187,0.7500000000000001,1.1432384341637012,0.0020475707429332777,1.3758754863813236,4,age|bio|crash_type|speed_v0,4,1.0049558621931127,vulnerability_speed,age|bio|crash_type|speed_v0,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
342,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.020622568093385214,0.8153846153846154,1.2429053745779723,0.00403034111038774,1.8631647211413747,4,age|crash_type|vehicle_size,3,1.0039355521446578,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
343,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0,0.01867704280155642,0.8135593220338982,1.2401230472284215,0.003616406001604868,1.8449239476476824,4,age|crash_type|vehicle_size,3,1.003457199851765,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
344,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.026070038910505838,0.788235294117647,1.2015211778661643,0.004372511317355297,1.6242974492001727,4,age|crash_type|vehicle_size,3,1.0027983133350546,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
345,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.023346303501945526,0.7894736842105263,1.2034088780670538,0.003946161183363866,1.6338521400778212,4,road_type|speed_v0|vehicle_size,3,1.0027714789417566,road_speed_environment,road_type|speed_v0|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
346,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||公路分类_STRKL_1-公路以外的其他道路,0.029961089494163425,0.7403846153846154,1.1285815311616023,0.003413526321367471,1.3249171350338667,3,age|crash_type|road_type,3,1.001802806392273,crash_configuration,age|crash_type|road_type,conflict type and road-space redesign governance,碰撞构型轴线，适合支持冲突类型识别、交通组织和道路空间再设计。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
347,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.022957198443579768,0.7972972972972974,1.2153345516334841,0.004067586186013418,1.6969130998702988,4,age|crash_type|vehicle_size,3,1.0015386818406538,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
348,FEATURE_Age_Over60||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路,0.03229571984435798,0.7217391304347827,1.1001598844705762,0.002940241335977839,1.2361381322957201,3,age|road_type|vehicle_size,3,1.001369976718718,vehicle_geometry_vulnerability,age|road_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
349,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||VEH_车高_HOEHE___GT_1495_0,0.040077821011673155,0.7686567164179104,1.1716772011826986,0.005872306923647597,1.4868331868959457,3,speed_vk|vehicle_size,2,1.0013236009878188,vehicle_geometry_interaction,speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
350,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车辆用途_VEHUSAGE_16-私用||性别_GESCHL_3-男性,0.01906614785992218,0.765625,1.1670559015421116,0.0027291859074323604,1.4676005188067445,3,bio|speed_v0|vehicle_state,3,1.0011751517994378,vulnerability_demographic_speed,bio|speed_v0|vehicle_state,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
351,VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车高_HOEHE___GT_1495_0,0.02840466926070039,0.7448979591836734,1.1354613019585058,0.0033886962709503525,1.3483579766536962,3,crash_type|speed_vk|vehicle_size,3,1.0011560353955893,vehicle_geometry_interaction,crash_type|speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
352,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车高_HOEHE___GT_1495_0,0.03268482490272374,0.7304347826086957,1.1134148228376914,0.0033293463943435964,1.2760135559181625,3,crash_type|speed_v0|vehicle_size,3,1.0009647957153291,vehicle_geometry_interaction,crash_type|speed_v0|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
353,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车宽_BREITE___GT_1800_0,0.021400778210116732,0.8088235294117647,1.2329041937059522,0.0040427561355963,1.7992217898832685,4,age|crash_type|vehicle_size,3,1.000125781040638,vehicle_geometry_vulnerability,age|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,1
354,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性||身高估计_GROESPG___GT_170_0,0.017509727626459144,0.8035714285714286,1.2248983223182512,0.0032148859180305533,1.7511142553944112,4,bio|speed_v0|speed_vk,3,0.9976312809211919,speed_energy,bio|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
355,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||VEH_车宽_BREITE___GT_1800_0||VEH_车高_HOEHE___GT_1495_0,0.021400778210116732,0.7971014492753624,1.215036016985576,0.0037874911050886466,1.6952751528627024,4,crash_type|speed_vk|vehicle_size,3,0.9963700811744315,vehicle_geometry_interaction,crash_type|speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
356,VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||事故参与人数_ANZPERS_3-3||性别_GESCHL_3-男性,0.015953307392996108,0.7321428571428571,1.1160184714455177,0.0016584656845675168,1.2841504539559012,4,bio|other|speed_vk|vehicle_size,4,0.9940640559504194,vulnerability_demographic_speed,bio|other|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
357,VEH_碰撞速度_VK___GT_50_0||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车长_LAENGE___GT_4598_5||公路分类_STRKL_1-公路以外的其他道路,0.01634241245136187,0.7368421052631579,1.12318161952925,0.001792305712425623,1.3070817120622567,4,crash_type|road_type|speed_vk|vehicle_size,4,0.9923214737308536,road_speed_environment,crash_type|road_type|speed_vk|vehicle_size,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
358,VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0||性别_GESCHL_3-男性,0.023735408560311283,0.8133333333333332,1.2397785686041913,0.004590531272237276,1.8426903835464137,3,bio|speed_vk,2,0.9919269728734232,vulnerability_body,bio|speed_vk,injury susceptibility stratification,个体脆弱性-体格轴线，适合作为伤害易感性分层线索，不应解释为可直接干预因果因素。,"Train-only mechanism label; vulnerability/body-size patterns are stratification signals, not directly intervenable causal factors.",0
359,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||路灯_STRABEL_0-无路灯,0.02178988326848249,0.7567567567567568,1.1535378795165272,0.002900271010916139,1.4140942498919156,3,crash_type|light|speed_v0,3,0.9913756980182478,lighting_visibility,crash_type|light|speed_v0,night lighting and visibility governance,照明-可视性轴线，适合支持夜间照明、路灯状态、反光设施和主动警示治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
360,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0,0.01867704280155642,0.7619047619047619,1.1613850759758233,0.002595345879574256,1.4446692607003888,3,age|crash_type|speed_v0,3,0.9863577926843503,vulnerability_speed,age|crash_type|speed_v0,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
361,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||公路分类_STRKL_1-公路以外的其他道路,0.016731517509727626,0.7288135593220338,1.1109435631421276,0.0016708807097760743,1.2683852140077818,4,age|crash_type|road_type|vehicle_mass,4,0.9858574915338728,vehicle_mass_speed_energy,age|crash_type|road_type|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
