Position,Train_Raw_Column,Test_Raw_Column,Train_Sanitized_Column,Test_Sanitized_Column,Feature_Kind,Status
2091,VEH_第二轴左侧轮胎胎压(TIREPR2L)_999-未知,VEH_第二轴左侧轮胎胎压(TIREPR2L)_999-未知,VEH_第二轴左侧轮胎胎压_TIREPR2L_999-未知,VEH_第二轴左侧轮胎胎压_TIREPR2L_999-未知,categorical_dummy_or_binary,aligned
2092,VEH_第二轴左侧轮胎胎压(TIREPR2L)_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎压(TIREPR2L)_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎压_TIREPR2L_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎压_TIREPR2L_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2093,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_1-未损坏,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_1-未损坏,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_1-未损坏,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_1-未损坏,categorical_dummy_or_binary,aligned
2094,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_11-爆胎，具体未知,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_11-爆胎，具体未知,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_11-爆胎，具体未知,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_11-爆胎，具体未知,categorical_dummy_or_binary,aligned
2095,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_3-单侧磨损,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_3-单侧磨损,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_3-单侧磨损,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_3-单侧磨损,categorical_dummy_or_binary,aligned
2096,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_5-中间磨损,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_5-中间磨损,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_5-中间磨损,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_5-中间磨损,categorical_dummy_or_binary,aligned
2097,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_6-多孔，老化,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_6-多孔，老化,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_6-多孔，老化,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_6-多孔，老化,categorical_dummy_or_binary,aligned
2098,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_8-其他,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_8-其他,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_8-其他,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_8-其他,categorical_dummy_or_binary,aligned
2099,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎面状态(TIREDA2L)_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_MISSING_OR_UNKNOWN,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2100,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1001-155,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1001-155,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1001-155,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1001-155,categorical_dummy_or_binary,aligned
2101,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1002-165,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1002-165,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1002-165,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1002-165,categorical_dummy_or_binary,aligned
2102,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1003-175,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1003-175,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1003-175,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1003-175,categorical_dummy_or_binary,aligned
2103,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1004-185,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1004-185,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1004-185,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1004-185,categorical_dummy_or_binary,aligned
2104,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1005-195,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1005-195,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1005-195,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1005-195,categorical_dummy_or_binary,aligned
2105,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1006-205,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1006-205,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1006-205,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1006-205,categorical_dummy_or_binary,aligned
2106,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1007-215,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1007-215,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1007-215,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1007-215,categorical_dummy_or_binary,aligned
2107,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1008-225,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1008-225,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1008-225,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1008-225,categorical_dummy_or_binary,aligned
2108,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1009-235,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1009-235,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1009-235,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1009-235,categorical_dummy_or_binary,aligned
2109,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1100-245,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1100-245,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1100-245,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1100-245,categorical_dummy_or_binary,aligned
2110,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1111-255,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1111-255,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1111-255,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1111-255,categorical_dummy_or_binary,aligned
2111,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1112-265,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1112-265,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1112-265,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1112-265,categorical_dummy_or_binary,aligned
2112,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1113-275,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1113-275,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1113-275,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1113-275,categorical_dummy_or_binary,aligned
2113,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1115-295,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_1115-295,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1115-295,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_1115-295,categorical_dummy_or_binary,aligned
2114,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_20-10.50,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_20-10.50,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_20-10.50,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_20-10.50,categorical_dummy_or_binary,aligned
2115,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-宽度(TIRESIW2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2116,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_103-35,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_103-35,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_103-35,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_103-35,categorical_dummy_or_binary,aligned
2117,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_104-40,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_104-40,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_104-40,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_104-40,categorical_dummy_or_binary,aligned
2118,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_105-45,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_105-45,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_105-45,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_105-45,categorical_dummy_or_binary,aligned
2119,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_106-50,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_106-50,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_106-50,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_106-50,categorical_dummy_or_binary,aligned
2120,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_107-55,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_107-55,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_107-55,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_107-55,categorical_dummy_or_binary,aligned
2121,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_108-60,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_108-60,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_108-60,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_108-60,categorical_dummy_or_binary,aligned
2122,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_109-65,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_109-65,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_109-65,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_109-65,categorical_dummy_or_binary,aligned
2123,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_110-70,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_110-70,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_110-70,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_110-70,categorical_dummy_or_binary,aligned
2124,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_888-其他,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_888-其他,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_888-其他,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_888-其他,categorical_dummy_or_binary,aligned
2125,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_999-未知,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_999-未知,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_999-未知,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_999-未知,categorical_dummy_or_binary,aligned
2126,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-高宽比(TIRESIR2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2127,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_11-R17,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_11-R17,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_11-R17,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_11-R17,categorical_dummy_or_binary,aligned
2128,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_13-R18,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_13-R18,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_13-R18,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_13-R18,categorical_dummy_or_binary,aligned
2129,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_15-R19,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_15-R19,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_15-R19,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_15-R19,categorical_dummy_or_binary,aligned
2130,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_17-R20,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_17-R20,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_17-R20,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_17-R20,categorical_dummy_or_binary,aligned
2131,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_19-R21,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_19-R21,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_19-R21,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_19-R21,categorical_dummy_or_binary,aligned
2132,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_3-R13,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_3-R13,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_3-R13,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_3-R13,categorical_dummy_or_binary,aligned
2133,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_5-R14,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_5-R14,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_5-R14,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_5-R14,categorical_dummy_or_binary,aligned
2134,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_7-R15,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_7-R15,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_7-R15,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_7-R15,categorical_dummy_or_binary,aligned
2135,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_9-R16,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_9-R16,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_9-R16,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_9-R16,categorical_dummy_or_binary,aligned
2136,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-轮辋直径(TIRESIH2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2137,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2000-2000,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2000-2000,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2000-2000,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2000-2000,categorical_dummy_or_binary,aligned
2138,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2009-2009,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2009-2009,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2009-2009,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2009-2009,categorical_dummy_or_binary,aligned
2139,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2010-2010,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2010-2010,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2010-2010,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2010-2010,categorical_dummy_or_binary,aligned
2140,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2014-2014,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2014-2014,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2014-2014,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2014-2014,categorical_dummy_or_binary,aligned
2141,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2015-2015,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2015-2015,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2015-2015,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2015-2015,categorical_dummy_or_binary,aligned
2142,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2016-2016,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2016-2016,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2016-2016,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2016-2016,categorical_dummy_or_binary,aligned
2143,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2017-2017,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2017-2017,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2017-2017,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2017-2017,categorical_dummy_or_binary,aligned
2144,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2018-2018,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2018-2018,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2018-2018,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2018-2018,categorical_dummy_or_binary,aligned
2145,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2019-2019,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2019-2019,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2019-2019,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2019-2019,categorical_dummy_or_binary,aligned
2146,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2020-2020,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2020-2020,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2020-2020,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2020-2020,categorical_dummy_or_binary,aligned
2147,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2021-2021,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2021-2021,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2021-2021,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2021-2021,categorical_dummy_or_binary,aligned
2148,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2022-2022,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2022-2022,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2022-2022,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2022-2022,categorical_dummy_or_binary,aligned
2149,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2023-2023,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2023-2023,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2023-2023,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2023-2023,categorical_dummy_or_binary,aligned
2150,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2024-2024,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_2024-2024,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2024-2024,VEH_第二轴右侧轮胎生产年份_TIREYE2R_2024-2024,categorical_dummy_or_binary,aligned
2151,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_9999-未知,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_9999-未知,VEH_第二轴右侧轮胎生产年份_TIREYE2R_9999-未知,VEH_第二轴右侧轮胎生产年份_TIREYE2R_9999-未知,categorical_dummy_or_binary,aligned
2152,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎生产年份(TIREYE2R)_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR_UNKNOWN,VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
2153,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_1-1,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_1-1,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_1-1,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_1-1,categorical_dummy_or_binary,aligned
2154,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_10-10,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_10-10,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_10-10,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_10-10,categorical_dummy_or_binary,aligned
2155,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_11-11,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_11-11,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_11-11,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_11-11,categorical_dummy_or_binary,aligned
2156,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_12-12,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_12-12,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_12-12,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_12-12,categorical_dummy_or_binary,aligned
2157,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_13-13,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_13-13,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_13-13,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_13-13,categorical_dummy_or_binary,aligned
2158,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_14-14,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_14-14,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_14-14,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_14-14,categorical_dummy_or_binary,aligned
2159,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_15-15,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_15-15,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_15-15,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_15-15,categorical_dummy_or_binary,aligned
2160,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_16-16,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_16-16,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_16-16,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_16-16,categorical_dummy_or_binary,aligned
2161,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_17-17,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_17-17,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_17-17,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_17-17,categorical_dummy_or_binary,aligned
2162,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_18-18,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_18-18,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_18-18,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_18-18,categorical_dummy_or_binary,aligned
2163,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_19-19,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_19-19,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_19-19,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_19-19,categorical_dummy_or_binary,aligned
2164,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_2-2,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_2-2,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_2-2,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_2-2,categorical_dummy_or_binary,aligned
2165,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_20-20,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_20-20,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_20-20,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_20-20,categorical_dummy_or_binary,aligned
2166,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_21-21,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_21-21,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_21-21,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_21-21,categorical_dummy_or_binary,aligned
2167,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_22-22,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_22-22,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_22-22,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_22-22,categorical_dummy_or_binary,aligned
2168,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_23-23,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_23-23,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_23-23,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_23-23,categorical_dummy_or_binary,aligned
2169,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_24-24,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_24-24,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_24-24,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_24-24,categorical_dummy_or_binary,aligned
2170,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_25-25,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_25-25,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_25-25,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_25-25,categorical_dummy_or_binary,aligned
2171,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_26-26,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_26-26,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_26-26,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_26-26,categorical_dummy_or_binary,aligned
2172,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_27-27,VEH_第二轴右侧轮胎生产星期(TIREWE2RL)_27-27,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_27-27,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_27-27,categorical_dummy_or_binary,aligned
